2015,MathSat 5.3.6 main
2015,z3 4.4.0
2016,mathsat-5.3.11-linux-x86_64-Main
2016,z3-4.4.1
2017,mathsat-5.4.1-linux-x86_64-Main
2017,z3-4.5.0
2018,CVC4-experimental-idl-2
2018,mathsat-5.5.2-linux-x86_64-Main
2018,z3-4.7.1
2018,opensmt2
