benchmark,solver,wallclock time,result
cloud_new/non-incremental/UFDTLIRA/smt-comp-374.smt2,cvc5gg,1.986,UNSATISFIABLE
cloud_new/non-incremental/UFDTLIRA/smt-comp-374.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/AUFDTNIRA/smt-comp-008.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/UFLIA/smt-comp-399.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UFLIA/smt-comp-399.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFLIA/smt-comp-399.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/UFDT/smt-comp-134.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/UFDT/smt-comp-134.smt2,vampirecloud,914.496,SATISFIABLE
cloud_new/non-incremental/QF_ABV/smt-comp-059.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/QF_ABV/smt-comp-059.smt2,par,226.433,UNSATISFIABLE
cloud_new/non-incremental/AUFLIRA/smt-comp-200.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-200.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-200.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_LRA/smt-comp-099.smt2,cubeandconquer,383.121,UNSATISFIABLE
cloud_new/non-incremental/QF_LRA/smt-comp-099.smt2,portfolio,31.693,UNSATISFIABLE
cloud_new/non-incremental/QF_LRA/smt-comp-099.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_LRA/smt-comp-099.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFLIA/smt-comp-159.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UFLIA/smt-comp-159.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFLIA/smt-comp-159.smt2,vampirecloud,28.092,UNSATISFIABLE
cloud_new/non-incremental/UF/smt-comp-125.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UF/smt-comp-125.smt2,par,TIMEOUT,
cloud_new/non-incremental/UF/smt-comp-125.smt2,vampirecloud,22.088,SATISFIABLE
cloud_new/non-incremental/AUFDTNIRA/smt-comp-017.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/QF_FP/smt-comp-077.smt2,cvc5gg,716.834,UNSATISFIABLE
cloud_new/non-incremental/QF_FP/smt-comp-077.smt2,par,0.009,SATISFIABLE
cloud_new/non-incremental/LRA/smt-comp-049.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/LRA/smt-comp-049.smt2,par,1880.196,UNSATISFIABLE
cloud_new/non-incremental/UFDT/smt-comp-136.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UFDT/smt-comp-136.smt2,vampirecloud,95.265,UNSATISFIABLE
cloud_new/non-incremental/UFDT/smt-comp-346.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UFDT/smt-comp-346.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/UFDT/smt-comp-139.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UFDT/smt-comp-139.smt2,vampirecloud,1.005,UNSATISFIABLE
cloud_new/non-incremental/AUFLIA/smt-comp-183.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/AUFLIA/smt-comp-183.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/AUFLIA/smt-comp-184.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/AUFLIA/smt-comp-184.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/UFDTNIRA/smt-comp-150.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/UFDTNIRA/smt-comp-150.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_FP/smt-comp-074.smt2,cvc5gg,568.028,UNSATISFIABLE
cloud_new/non-incremental/QF_FP/smt-comp-074.smt2,par,0.008,SATISFIABLE
cloud_new/non-incremental/QF_BV/smt-comp-249.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_BV/smt-comp-249.smt2,par,TIMEOUT,
cloud_new/non-incremental/QF_BV/smt-comp-249.smt2,stp,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-186.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-186.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-186.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/AUFLIA/smt-comp-028.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/AUFLIA/smt-comp-028.smt2,vampirecloud,50.129,UNSATISFIABLE
cloud_new/non-incremental/QF_IDL/smt-comp-264.smt2,cubeandconquer,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-264.smt2,portfolio,1821.434,SATISFIABLE
cloud_new/non-incremental/QF_IDL/smt-comp-264.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-264.smt2,par,TIMEOUT,
cloud_new/non-incremental/QF_NIA/smt-comp-104.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_NIA/smt-comp-104.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-190.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-190.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-190.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/UFNIA/smt-comp-407.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/UFNIA/smt-comp-407.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFNIA/smt-comp-407.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-083.smt2,cubeandconquer,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-083.smt2,portfolio,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-083.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-083.smt2,par,393.636,UNSATISFIABLE
cloud_new/non-incremental/BV/smt-comp-216.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/BV/smt-comp-216.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFNIA/smt-comp-405.smt2,cvc5gg,3.308,UNSATISFIABLE
cloud_new/non-incremental/UFNIA/smt-comp-405.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFNIA/smt-comp-405.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_LIA/smt-comp-272.smt2,cubeandconquer,TIMEOUT,
cloud_new/non-incremental/QF_LIA/smt-comp-272.smt2,portfolio,TIMEOUT,
cloud_new/non-incremental/QF_LIA/smt-comp-272.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_LIA/smt-comp-272.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFIDL/smt-comp-387.smt2,cvc5gg,1.969,UNSATISFIABLE
cloud_new/non-incremental/UFIDL/smt-comp-387.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFIDL/smt-comp-387.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/UFLIA/smt-comp-157.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UFLIA/smt-comp-157.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFLIA/smt-comp-157.smt2,vampirecloud,3.011,UNSATISFIABLE
cloud_new/non-incremental/UFDTLIA/smt-comp-352.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UFDTLIA/smt-comp-352.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_LIA/smt-comp-269.smt2,cubeandconquer,209.012,SATISFIABLE
cloud_new/non-incremental/QF_LIA/smt-comp-269.smt2,portfolio,141.102,SATISFIABLE
cloud_new/non-incremental/QF_LIA/smt-comp-269.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_LIA/smt-comp-269.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFDTLIRA/smt-comp-001.smt2,cvc5gg,1.98,UNSATISFIABLE
cloud_new/non-incremental/AUFDTLIRA/smt-comp-001.smt2,vampirecloud,166.424,UNSATISFIABLE
cloud_new/non-incremental/QF_LIA/smt-comp-092.smt2,cubeandconquer,265.859,SATISFIABLE
cloud_new/non-incremental/QF_LIA/smt-comp-092.smt2,portfolio,227.022,SATISFIABLE
cloud_new/non-incremental/QF_LIA/smt-comp-092.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_LIA/smt-comp-092.smt2,par,TIMEOUT,
cloud_new/non-incremental/QF_BVFP/smt-comp-251.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_BVFP/smt-comp-251.smt2,par,0.008,SATISFIABLE
cloud_new/non-incremental/AUFNIRA/smt-comp-033.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/AUFNIRA/smt-comp-033.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFNIRA/smt-comp-033.smt2,vampirecloud,4.013,UNSATISFIABLE
cloud_new/non-incremental/UFLRA/smt-comp-400.smt2,cvc5gg,1.972,UNSATISFIABLE
cloud_new/non-incremental/UFLRA/smt-comp-400.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_NRA/smt-comp-113.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_NRA/smt-comp-113.smt2,par,617.523,UNSATISFIABLE
cloud_new/non-incremental/UFBV/smt-comp-327.smt2,cvc5gg,2.011,UNSATISFIABLE
cloud_new/non-incremental/UFBV/smt-comp-327.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-187.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-187.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-187.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-266.smt2,cubeandconquer,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-266.smt2,portfolio,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-266.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-266.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFDTLIRA/smt-comp-005.smt2,cvc5gg,2.008,UNSATISFIABLE
cloud_new/non-incremental/AUFDTLIRA/smt-comp-005.smt2,vampirecloud,176.632,UNSATISFIABLE
cloud_new/non-incremental/AUFNIRA/smt-comp-213.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/AUFNIRA/smt-comp-213.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFNIRA/smt-comp-213.smt2,vampirecloud,332.338,UNSATISFIABLE
cloud_new/non-incremental/UFDTLIA/smt-comp-349.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UFDTLIA/smt-comp-349.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-188.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-188.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-188.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_BV/smt-comp-243.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_BV/smt-comp-243.smt2,par,TIMEOUT,
cloud_new/non-incremental/QF_BV/smt-comp-243.smt2,stp,CRASHED,
cloud_new/non-incremental/QF_RDL/smt-comp-302.smt2,cubeandconquer,TIMEOUT,
cloud_new/non-incremental/QF_RDL/smt-comp-302.smt2,portfolio,TIMEOUT,
cloud_new/non-incremental/QF_RDL/smt-comp-302.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_ABV/smt-comp-237.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_ABV/smt-comp-237.smt2,par,TIMEOUT,
cloud_new/non-incremental/QF_NRA/smt-comp-111.smt2,cvc5gg,39.704,UNSATISFIABLE
cloud_new/non-incremental/QF_NRA/smt-comp-111.smt2,par,268.952,UNSATISFIABLE
cloud_new/non-incremental/UFDTNIRA/smt-comp-148.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/UFDTNIRA/smt-comp-148.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-084.smt2,cubeandconquer,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-084.smt2,portfolio,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-084.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-084.smt2,par,931.149,UNSATISFIABLE
cloud_new/non-incremental/QF_NRA/smt-comp-297.smt2,cvc5gg,PARSE_ERROR,UNSATISFIABLE
cloud_new/non-incremental/QF_NRA/smt-comp-297.smt2,par,TIMEOUT,
cloud_new/non-incremental/QF_LIA/smt-comp-089.smt2,cubeandconquer,TIMEOUT,
cloud_new/non-incremental/QF_LIA/smt-comp-089.smt2,portfolio,TIMEOUT,
cloud_new/non-incremental/QF_LIA/smt-comp-089.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/QF_LIA/smt-comp-089.smt2,par,574.185,UNSATISFIABLE
cloud_new/non-incremental/UFDTLIRA/smt-comp-365.smt2,cvc5gg,1.971,UNSATISFIABLE
cloud_new/non-incremental/UFDTLIRA/smt-comp-365.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/BV/smt-comp-217.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/BV/smt-comp-217.smt2,par,748.53,UNSATISFIABLE
cloud_new/non-incremental/UFBV/smt-comp-329.smt2,cvc5gg,1.974,UNSATISFIABLE
cloud_new/non-incremental/UFBV/smt-comp-329.smt2,par,TIMEOUT,
cloud_new/non-incremental/QF_LRA/smt-comp-280.smt2,cubeandconquer,TIMEOUT,
cloud_new/non-incremental/QF_LRA/smt-comp-280.smt2,portfolio,TIMEOUT,
cloud_new/non-incremental/QF_LRA/smt-comp-280.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_LRA/smt-comp-280.smt2,par,23.993,SATISFIABLE
cloud_new/non-incremental/QF_UFNRA/smt-comp-120.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/QF_UFNRA/smt-comp-120.smt2,par,690.873,SATISFIABLE
cloud_new/non-incremental/UFDTLIRA/smt-comp-375.smt2,cvc5gg,1.946,UNSATISFIABLE
cloud_new/non-incremental/UFDTLIRA/smt-comp-375.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/UF/smt-comp-323.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UF/smt-comp-323.smt2,par,TIMEOUT,
cloud_new/non-incremental/UF/smt-comp-323.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/UFIDL/smt-comp-152.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UFIDL/smt-comp-152.smt2,par,480.354,SATISFIABLE
cloud_new/non-incremental/UFIDL/smt-comp-152.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-081.smt2,cubeandconquer,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-081.smt2,portfolio,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-081.smt2,cvc5gg,1435.458,UNSATISFIABLE
cloud_new/non-incremental/QF_IDL/smt-comp-081.smt2,par,879.733,UNSATISFIABLE
cloud_new/non-incremental/QF_ABV/smt-comp-058.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/QF_ABV/smt-comp-058.smt2,par,169.448,SATISFIABLE
cloud_new/non-incremental/UFDTLIA/smt-comp-140.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UFDTLIA/smt-comp-140.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/UFDTNIRA/smt-comp-383.smt2,cvc5gg,1.944,UNSATISFIABLE
cloud_new/non-incremental/UFDTNIRA/smt-comp-383.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_LIA/smt-comp-090.smt2,cubeandconquer,TIMEOUT,
cloud_new/non-incremental/QF_LIA/smt-comp-090.smt2,portfolio,TIMEOUT,
cloud_new/non-incremental/QF_LIA/smt-comp-090.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/QF_LIA/smt-comp-090.smt2,par,558.569,UNSATISFIABLE
cloud_new/non-incremental/QF_NRA/smt-comp-112.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_NRA/smt-comp-112.smt2,par,1135.683,SATISFIABLE
cloud_new/non-incremental/UFLIA/smt-comp-155.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UFLIA/smt-comp-155.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFLIA/smt-comp-155.smt2,vampirecloud,38.112,UNSATISFIABLE
cloud_new/non-incremental/QF_LRA/smt-comp-100.smt2,cubeandconquer,223.825,UNSATISFIABLE
cloud_new/non-incremental/QF_LRA/smt-comp-100.smt2,portfolio,125.508,UNSATISFIABLE
cloud_new/non-incremental/QF_LRA/smt-comp-100.smt2,cvc5gg,838.936,UNSATISFIABLE
cloud_new/non-incremental/QF_LRA/smt-comp-100.smt2,par,131.625,UNSATISFIABLE
cloud_new/non-incremental/UFLIA/smt-comp-395.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UFLIA/smt-comp-395.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFLIA/smt-comp-395.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/AUFNIRA/smt-comp-207.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/AUFNIRA/smt-comp-207.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFNIRA/smt-comp-207.smt2,vampirecloud,1476.718,UNSATISFIABLE
cloud_new/non-incremental/LRA/smt-comp-224.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/LRA/smt-comp-224.smt2,par,0.08,UNSATISFIABLE
cloud_new/non-incremental/LRA/smt-comp-224.smt2,vampirecloud,70.203,UNSATISFIABLE
cloud_new/non-incremental/UFNIA/smt-comp-167.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UFNIA/smt-comp-167.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFNIA/smt-comp-167.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/AUFNIRA/smt-comp-034.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/AUFNIRA/smt-comp-034.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFNIRA/smt-comp-034.smt2,vampirecloud,354.153,UNSATISFIABLE
cloud_new/non-incremental/UFDTNIRA/smt-comp-382.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/UFDTNIRA/smt-comp-382.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/AUFNIRA/smt-comp-209.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/AUFNIRA/smt-comp-209.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFNIRA/smt-comp-209.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-194.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-194.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-194.smt2,vampirecloud,37.091,UNSATISFIABLE
cloud_new/non-incremental/QF_RDL/smt-comp-119.smt2,cubeandconquer,TIMEOUT,
cloud_new/non-incremental/QF_RDL/smt-comp-119.smt2,portfolio,1487.868,SATISFIABLE
cloud_new/non-incremental/QF_RDL/smt-comp-119.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/AUFDTNIRA/smt-comp-016.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/AUFDTNIRA/smt-comp-016.smt2,vampirecloud,177.449,UNSATISFIABLE
cloud_new/non-incremental/BV/smt-comp-041.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/BV/smt-comp-041.smt2,par,TIMEOUT,
cloud_new/non-incremental/QF_LRA/smt-comp-098.smt2,cubeandconquer,32.215,UNSATISFIABLE
cloud_new/non-incremental/QF_LRA/smt-comp-098.smt2,portfolio,38.28,UNSATISFIABLE
cloud_new/non-incremental/QF_LRA/smt-comp-098.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_LRA/smt-comp-098.smt2,par,474.126,UNSATISFIABLE
cloud_new/non-incremental/UFLIA/smt-comp-397.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UFLIA/smt-comp-397.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFLIA/smt-comp-397.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/UFDTLIRA/smt-comp-369.smt2,cvc5gg,1.959,UNSATISFIABLE
cloud_new/non-incremental/UFDTLIRA/smt-comp-369.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/NRA/smt-comp-233.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/NRA/smt-comp-233.smt2,par,TIMEOUT,
cloud_new/non-incremental/NRA/smt-comp-233.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-079.smt2,cubeandconquer,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-079.smt2,portfolio,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-079.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_IDL/smt-comp-079.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFDTNIRA/smt-comp-151.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/UFDTNIRA/smt-comp-151.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/UFBV/smt-comp-335.smt2,cvc5gg,2.148,UNSATISFIABLE
cloud_new/non-incremental/UFBV/smt-comp-335.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFBV/smt-comp-331.smt2,cvc5gg,1.992,UNSATISFIABLE
cloud_new/non-incremental/UFBV/smt-comp-331.smt2,par,TIMEOUT,
cloud_new/non-incremental/UF/smt-comp-127.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UF/smt-comp-127.smt2,par,TIMEOUT,
cloud_new/non-incremental/UF/smt-comp-127.smt2,vampirecloud,16.049,UNSATISFIABLE
cloud_new/non-incremental/AUFDTNIRA/smt-comp-009.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/AUFDTNIRA/smt-comp-009.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-197.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-197.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-197.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_NIA/smt-comp-105.smt2,cvc5gg,50.041,SATISFIABLE
cloud_new/non-incremental/QF_NIA/smt-comp-105.smt2,par,0.075,SATISFIABLE
cloud_new/non-incremental/AUFLIRA/smt-comp-191.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-191.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-191.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/AUFLIA/smt-comp-177.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/AUFLIA/smt-comp-177.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/AUFNIRA/smt-comp-212.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/AUFNIRA/smt-comp-212.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFNIRA/smt-comp-212.smt2,vampirecloud,847.955,UNSATISFIABLE
cloud_new/non-incremental/AUFDTNIRA/smt-comp-019.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/AUFDTNIRA/smt-comp-019.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_ABV/smt-comp-239.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_ABV/smt-comp-239.smt2,par,TIMEOUT,
cloud_new/non-incremental/QF_FP/smt-comp-257.smt2,cvc5gg,1003.384,UNSATISFIABLE
cloud_new/non-incremental/QF_FP/smt-comp-257.smt2,par,0.008,SATISFIABLE
cloud_new/non-incremental/BV/smt-comp-222.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/BV/smt-comp-222.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFDT/smt-comp-345.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UFDT/smt-comp-345.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_BVFP/smt-comp-068.smt2,cvc5gg,58.928,UNSATISFIABLE
cloud_new/non-incremental/QF_BVFP/smt-comp-068.smt2,par,0.007,SATISFIABLE
cloud_new/non-incremental/UF/smt-comp-128.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UF/smt-comp-128.smt2,par,190.636,UNSATISFIABLE
cloud_new/non-incremental/UF/smt-comp-128.smt2,vampirecloud,52.157,UNSATISFIABLE
cloud_new/non-incremental/QF_FP/smt-comp-253.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_FP/smt-comp-253.smt2,par,0.008,SATISFIABLE
cloud_new/non-incremental/UFNIA/smt-comp-402.smt2,cvc5gg,2.089,UNSATISFIABLE
cloud_new/non-incremental/UFNIA/smt-comp-402.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFNIA/smt-comp-402.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/UFIDL/smt-comp-388.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UFIDL/smt-comp-388.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFIDL/smt-comp-388.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-192.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-192.smt2,par,TIMEOUT,
cloud_new/non-incremental/AUFLIRA/smt-comp-192.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/UFIDL/smt-comp-390.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/UFIDL/smt-comp-390.smt2,par,TIMEOUT,
cloud_new/non-incremental/UFIDL/smt-comp-390.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_NRA/smt-comp-114.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_NRA/smt-comp-114.smt2,par,TIMEOUT,
cloud_new/non-incremental/BV/smt-comp-039.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/BV/smt-comp-039.smt2,par,105.324,SATISFIABLE
cloud_new/non-incremental/UFDTLIRA/smt-comp-142.smt2,cvc5gg,1.952,UNSATISFIABLE
cloud_new/non-incremental/UFDTLIRA/smt-comp-142.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_BV/smt-comp-065.smt2,cvc5gg,TIMEOUT,
cloud_new/non-incremental/QF_BV/smt-comp-065.smt2,par,572.322,UNSATISFIABLE
cloud_new/non-incremental/QF_BV/smt-comp-065.smt2,stp,240.99,UNSATISFIABLE
cloud_new/non-incremental/LRA/smt-comp-051.smt2,cvc5gg,CRASHED,
cloud_new/non-incremental/LRA/smt-comp-051.smt2,par,TIMEOUT,
cloud_new/non-incremental/LRA/smt-comp-051.smt2,vampirecloud,TIMEOUT,
cloud_new/non-incremental/QF_LRA/smt-comp-101.smt2,cubeandconquer,4.216,SATISFIABLE
cloud_new/non-incremental/QF_LRA/smt-comp-101.smt2,portfolio,9.692,SATISFIABLE
