benchmark,solver,wallclock time,result
parallel_new/non-incremental/LRA/smt-comp-242.smt2,cvc5ggparallel,CRASHED,
parallel_new/non-incremental/LRA/smt-comp-242.smt2,parallelpar,428.706,UNSATISFIABLE
parallel_new/non-incremental/LRA/smt-comp-242.smt2,vampireparallel,TIMEOUT,
parallel_new/non-incremental/LRA/smt-comp-243.smt2,cvc5ggparallel,CRASHED,
parallel_new/non-incremental/LRA/smt-comp-243.smt2,parallelpar,1222.589,UNSATISFIABLE
parallel_new/non-incremental/LRA/smt-comp-243.smt2,vampireparallel,39.848,UNSATISFIABLE
parallel_new/non-incremental/LRA/smt-comp-244.smt2,cvc5ggparallel,CRASHED,
parallel_new/non-incremental/LRA/smt-comp-244.smt2,parallelpar,2033.519,UNSATISFIABLE
parallel_new/non-incremental/LRA/smt-comp-244.smt2,vampireparallel,TIMEOUT,
parallel_new/non-incremental/LRA/smt-comp-245.smt2,cvc5ggparallel,CRASHED,
parallel_new/non-incremental/LRA/smt-comp-245.smt2,parallelpar,1341.899,UNSATISFIABLE
parallel_new/non-incremental/LRA/smt-comp-245.smt2,vampireparallel,TIMEOUT,
parallel_new/non-incremental/LRA/smt-comp-246.smt2,cvc5ggparallel,CRASHED,
parallel_new/non-incremental/LRA/smt-comp-246.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/LRA/smt-comp-246.smt2,vampireparallel,TIMEOUT,
parallel_new/non-incremental/LRA/smt-comp-247.smt2,cvc5ggparallel,CRASHED,
parallel_new/non-incremental/LRA/smt-comp-247.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/LRA/smt-comp-247.smt2,vampireparallel,TIMEOUT,
parallel_new/non-incremental/LRA/smt-comp-248.smt2,cvc5ggparallel,CRASHED,
parallel_new/non-incremental/LRA/smt-comp-248.smt2,parallelpar,1894.016,UNSATISFIABLE
parallel_new/non-incremental/LRA/smt-comp-248.smt2,vampireparallel,TIMEOUT,
parallel_new/non-incremental/NIA/smt-comp-249.smt2,cvc5ggparallel,CRASHED,
parallel_new/non-incremental/NIA/smt-comp-249.smt2,vampireparallel,TIMEOUT,
parallel_new/non-incremental/NRA/smt-comp-057.smt2,cvc5ggparallel,CRASHED,
parallel_new/non-incremental/NRA/smt-comp-057.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/NRA/smt-comp-057.smt2,vampireparallel,0.499,UNSATISFIABLE
parallel_new/non-incremental/NRA/smt-comp-250.smt2,cvc5ggparallel,CRASHED,
parallel_new/non-incremental/NRA/smt-comp-250.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/NRA/smt-comp-250.smt2,vampireparallel,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-058.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-058.smt2,parallelpar,524.478,UNSATISFIABLE
parallel_new/non-incremental/QF_ABV/smt-comp-059.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-059.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-060.smt2,cvc5ggparallel,PARSE_ERROR,UNSATISFIABLE
parallel_new/non-incremental/QF_ABV/smt-comp-060.smt2,parallelpar,850.339,UNSATISFIABLE
parallel_new/non-incremental/QF_ABV/smt-comp-061.smt2,cvc5ggparallel,PARSE_ERROR,UNSATISFIABLE
parallel_new/non-incremental/QF_ABV/smt-comp-061.smt2,parallelpar,1227.768,UNSATISFIABLE
parallel_new/non-incremental/QF_ABV/smt-comp-062.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-062.smt2,parallelpar,260.989,UNSATISFIABLE
parallel_new/non-incremental/QF_ABV/smt-comp-063.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-063.smt2,parallelpar,180.739,SATISFIABLE
parallel_new/non-incremental/QF_ABV/smt-comp-064.smt2,cvc5ggparallel,CRASHED,
parallel_new/non-incremental/QF_ABV/smt-comp-064.smt2,parallelpar,217.066,UNSATISFIABLE
parallel_new/non-incremental/QF_ABV/smt-comp-251.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-251.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-252.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-252.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-253.smt2,cvc5ggparallel,PARSE_ERROR,UNSATISFIABLE
parallel_new/non-incremental/QF_ABV/smt-comp-253.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-254.smt2,cvc5ggparallel,PARSE_ERROR,UNSATISFIABLE
parallel_new/non-incremental/QF_ABV/smt-comp-254.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-255.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-255.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-256.smt2,cvc5ggparallel,PARSE_ERROR,UNSATISFIABLE
parallel_new/non-incremental/QF_ABV/smt-comp-256.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-257.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-257.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-258.smt2,cvc5ggparallel,PARSE_ERROR,UNSATISFIABLE
parallel_new/non-incremental/QF_ABV/smt-comp-258.smt2,parallelpar,1657.567,SATISFIABLE
parallel_new/non-incremental/QF_ABV/smt-comp-259.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-259.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-260.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_ABV/smt-comp-260.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-065.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-065.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-065.smt2,stpcloudparallel,0.01,UNSATISFIABLE
parallel_new/non-incremental/QF_BV/smt-comp-066.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-066.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-066.smt2,stpcloudparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-067.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-067.smt2,parallelpar,1994.861,SATISFIABLE
parallel_new/non-incremental/QF_BV/smt-comp-067.smt2,stpcloudparallel,CRASHED,
parallel_new/non-incremental/QF_BV/smt-comp-068.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-068.smt2,parallelpar,1240.426,SATISFIABLE
parallel_new/non-incremental/QF_BV/smt-comp-068.smt2,stpcloudparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-069.smt2,cvc5ggparallel,PARSE_ERROR,UNSATISFIABLE
parallel_new/non-incremental/QF_BV/smt-comp-069.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-069.smt2,stpcloudparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-070.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-070.smt2,parallelpar,312.112,UNSATISFIABLE
parallel_new/non-incremental/QF_BV/smt-comp-070.smt2,stpcloudparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-071.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-071.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-071.smt2,stpcloudparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-072.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-072.smt2,parallelpar,1404.993,SATISFIABLE
parallel_new/non-incremental/QF_BV/smt-comp-072.smt2,stpcloudparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-073.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-073.smt2,parallelpar,786.006,UNSATISFIABLE
parallel_new/non-incremental/QF_BV/smt-comp-073.smt2,stpcloudparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-261.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-261.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-261.smt2,stpcloudparallel,CRASHED,
parallel_new/non-incremental/QF_BV/smt-comp-262.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-262.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-262.smt2,stpcloudparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-263.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-263.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-263.smt2,stpcloudparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-264.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-264.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-264.smt2,stpcloudparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-265.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-265.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-265.smt2,stpcloudparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-266.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-266.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-266.smt2,stpcloudparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-267.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-267.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-267.smt2,stpcloudparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-268.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-268.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_BV/smt-comp-268.smt2,stpcloudparallel,TIMEOUT,
parallel_new/non-incremental/QF_BVFP/smt-comp-074.smt2,cvc5ggparallel,60.026,UNSATISFIABLE
parallel_new/non-incremental/QF_BVFP/smt-comp-074.smt2,parallelpar,0.009,SATISFIABLE
parallel_new/non-incremental/QF_BVFP/smt-comp-075.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BVFP/smt-comp-075.smt2,parallelpar,0.009,SATISFIABLE
parallel_new/non-incremental/QF_BVFP/smt-comp-269.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_BVFP/smt-comp-269.smt2,parallelpar,0.009,SATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-076.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_FP/smt-comp-076.smt2,parallelpar,0.009,SATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-077.smt2,cvc5ggparallel,2036.054,UNSATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-077.smt2,parallelpar,0.01,SATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-078.smt2,cvc5ggparallel,747.356,UNSATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-078.smt2,parallelpar,0.009,SATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-079.smt2,cvc5ggparallel,395.113,UNSATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-079.smt2,parallelpar,0.009,SATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-080.smt2,cvc5ggparallel,1294.457,UNSATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-080.smt2,parallelpar,0.009,SATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-081.smt2,cvc5ggparallel,574.506,UNSATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-081.smt2,parallelpar,0.009,SATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-082.smt2,cvc5ggparallel,995.071,UNSATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-082.smt2,parallelpar,0.009,SATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-083.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_FP/smt-comp-083.smt2,parallelpar,0.01,SATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-084.smt2,cvc5ggparallel,680.229,UNSATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-084.smt2,parallelpar,0.01,SATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-270.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_FP/smt-comp-270.smt2,parallelpar,0.009,SATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-271.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_FP/smt-comp-271.smt2,parallelpar,0.009,SATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-272.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_FP/smt-comp-272.smt2,parallelpar,0.009,SATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-273.smt2,cvc5ggparallel,127.658,UNSATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-273.smt2,parallelpar,0.009,SATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-274.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_FP/smt-comp-274.smt2,parallelpar,0.009,SATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-275.smt2,cvc5ggparallel,986.872,UNSATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-275.smt2,parallelpar,0.01,SATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-276.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_FP/smt-comp-276.smt2,parallelpar,0.009,SATISFIABLE
parallel_new/non-incremental/QF_FP/smt-comp-277.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_FP/smt-comp-277.smt2,parallelpar,0.009,SATISFIABLE
parallel_new/non-incremental/QF_IDL/smt-comp-085.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-085.smt2,parallelpar,916.826,UNSATISFIABLE
parallel_new/non-incremental/QF_IDL/smt-comp-086.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-086.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-087.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-087.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-088.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-088.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-089.smt2,cvc5ggparallel,1329.555,UNSATISFIABLE
parallel_new/non-incremental/QF_IDL/smt-comp-089.smt2,parallelpar,647.647,UNSATISFIABLE
parallel_new/non-incremental/QF_IDL/smt-comp-090.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-090.smt2,parallelpar,608.734,SATISFIABLE
parallel_new/non-incremental/QF_IDL/smt-comp-091.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-091.smt2,parallelpar,388.033,UNSATISFIABLE
parallel_new/non-incremental/QF_IDL/smt-comp-092.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-092.smt2,parallelpar,933.048,UNSATISFIABLE
parallel_new/non-incremental/QF_IDL/smt-comp-093.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-093.smt2,parallelpar,875.841,SATISFIABLE
parallel_new/non-incremental/QF_IDL/smt-comp-278.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-278.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-279.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-279.smt2,parallelpar,1823.526,UNSATISFIABLE
parallel_new/non-incremental/QF_IDL/smt-comp-280.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-280.smt2,parallelpar,161.165,SATISFIABLE
parallel_new/non-incremental/QF_IDL/smt-comp-281.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-281.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-282.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-282.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-283.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-283.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-284.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-284.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-285.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_IDL/smt-comp-285.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-094.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-094.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-095.smt2,cvc5ggparallel,CRASHED,
parallel_new/non-incremental/QF_LIA/smt-comp-095.smt2,parallelpar,1170.731,UNSATISFIABLE
parallel_new/non-incremental/QF_LIA/smt-comp-096.smt2,cvc5ggparallel,CRASHED,
parallel_new/non-incremental/QF_LIA/smt-comp-096.smt2,parallelpar,445.897,UNSATISFIABLE
parallel_new/non-incremental/QF_LIA/smt-comp-097.smt2,cvc5ggparallel,CRASHED,
parallel_new/non-incremental/QF_LIA/smt-comp-097.smt2,parallelpar,479.677,UNSATISFIABLE
parallel_new/non-incremental/QF_LIA/smt-comp-098.smt2,cvc5ggparallel,CRASHED,
parallel_new/non-incremental/QF_LIA/smt-comp-098.smt2,parallelpar,459.629,UNSATISFIABLE
parallel_new/non-incremental/QF_LIA/smt-comp-099.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-099.smt2,parallelpar,149.395,SATISFIABLE
parallel_new/non-incremental/QF_LIA/smt-comp-100.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-100.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-101.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-101.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-102.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-102.smt2,parallelpar,1250.775,SATISFIABLE
parallel_new/non-incremental/QF_LIA/smt-comp-286.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-286.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-287.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-287.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-288.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-288.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-289.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-289.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-290.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-290.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-291.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-291.smt2,parallelpar,59.68,SATISFIABLE
parallel_new/non-incremental/QF_LIA/smt-comp-292.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-292.smt2,parallelpar,384.6,SATISFIABLE
parallel_new/non-incremental/QF_LIA/smt-comp-293.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LIA/smt-comp-293.smt2,parallelpar,1250.865,SATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-103.smt2,cvc5ggparallel,803.629,UNSATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-103.smt2,parallelpar,538.893,UNSATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-104.smt2,cvc5ggparallel,1225.094,UNSATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-104.smt2,parallelpar,696.618,UNSATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-105.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LRA/smt-comp-105.smt2,parallelpar,410.01800000000003,SATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-106.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LRA/smt-comp-106.smt2,parallelpar,1745.621,SATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-107.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LRA/smt-comp-107.smt2,parallelpar,383.117,UNSATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-108.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LRA/smt-comp-108.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_LRA/smt-comp-109.smt2,cvc5ggparallel,845.092,UNSATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-109.smt2,parallelpar,134.861,UNSATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-110.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LRA/smt-comp-110.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_LRA/smt-comp-111.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LRA/smt-comp-111.smt2,parallelpar,936.711,SATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-294.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LRA/smt-comp-294.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_LRA/smt-comp-295.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LRA/smt-comp-295.smt2,parallelpar,1556.729,UNSATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-296.smt2,cvc5ggparallel,1522.042,SATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-296.smt2,parallelpar,0.779,SATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-297.smt2,cvc5ggparallel,542.143,SATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-297.smt2,parallelpar,0.756,SATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-298.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LRA/smt-comp-298.smt2,parallelpar,22.401,SATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-299.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LRA/smt-comp-299.smt2,parallelpar,26.835,SATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-300.smt2,cvc5ggparallel,9.601,UNSATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-300.smt2,parallelpar,1.605,UNSATISFIABLE
parallel_new/non-incremental/QF_LRA/smt-comp-301.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_LRA/smt-comp-301.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-112.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-112.smt2,parallelpar,522.966,SATISFIABLE
parallel_new/non-incremental/QF_NIA/smt-comp-113.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-113.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-114.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-114.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-115.smt2,cvc5ggparallel,50.639,SATISFIABLE
parallel_new/non-incremental/QF_NIA/smt-comp-115.smt2,parallelpar,0.075,SATISFIABLE
parallel_new/non-incremental/QF_NIA/smt-comp-116.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-116.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-117.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-117.smt2,parallelpar,581.628,SATISFIABLE
parallel_new/non-incremental/QF_NIA/smt-comp-118.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-118.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-119.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-119.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-120.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-120.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-302.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-302.smt2,parallelpar,5.462,SATISFIABLE
parallel_new/non-incremental/QF_NIA/smt-comp-303.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-303.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-304.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-304.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-305.smt2,cvc5ggparallel,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-305.smt2,parallelpar,TIMEOUT,
parallel_new/non-incremental/QF_NIA/smt-comp-306.smt2,cvc5ggparallel,TIMEOUT,
